ensembl_id,log2FC,padj
ENSG00000148346,-1.034,3.11149039009527e-10
ENSG00000104765,-0.591,3.14494394740979e-10
ENSG00000112715,-0.441,3.17984754934591e-10
ENSG00000153048,-0.777,3.20142677700074e-10
ENSG00000178921,0.617,3.26391427310287e-10
ENSG00000186687,0.744,3.46902201505034e-10
ENSG00000164284,0.433,3.88251657997078e-10
ENSG00000188647,0.434,4.44263832230501e-10
ENSG00000076554,0.577,4.56187428595016e-10
ENSG00000023445,0.556,4.69392961953922e-10
ENSG00000100744,0.887,5.48429792983364e-10
ENSG00000169446,0.471,5.70447125930356e-10
ENSG00000157570,-1.117,5.90999932711147e-10
ENSG00000141298,-0.435,6.04482152324645e-10
ENSG00000142864,0.435,6.31112622366978e-10
ENSG00000075420,-0.360,6.74579591000795e-10
ENSG00000100350,0.520,6.78704290510883e-10
ENSG00000103429,-0.572,6.86221016639787e-10
ENSG00000136108,0.486,7.37230614199862e-10
ENSG00000186298,0.410,7.44394868701674e-10
ENSG00000159658,-0.524,7.44394868701674e-10
ENSG00000143355,0.947,7.73317713826096e-10
ENSG00000082153,-0.485,7.73317713826096e-10
ENSG00000187079,0.459,7.94769701364921e-10
ENSG00000165072,0.612,7.9676024143479e-10
ENSG00000113638,-0.664,8.75429576014736e-10
ENSG00000167202,-0.681,8.88725605357314e-10
ENSG00000166831,-0.760,9.08219450259254e-10
ENSG00000124209,-0.472,9.2312059197175e-10
ENSG00000115365,0.423,9.90821079502021e-10
ENSG00000100297,-0.464,1.00486533733885e-09
ENSG00000184349,0.491,1.00918098667728e-09
ENSG00000152556,0.710,1.02373067020201e-09
ENSG00000162377,0.599,1.05878117548428e-09
ENSG00000084733,0.415,1.05984745328611e-09
ENSG00000140350,0.558,1.12731362568371e-09
ENSG00000147010,-0.473,1.13329728510617e-09
ENSG00000198363,-0.287,1.1686477435375e-09
ENSG00000120685,0.583,1.1725814746507e-09
ENSG00000102265,-0.377,1.18801595155874e-09
ENSG00000174749,0.931,1.22557828783555e-09
ENSG00000100335,0.520,1.26174031331812e-09
ENSG00000106462,-0.502,1.28676101636966e-09
ENSG00000162521,-0.328,1.52760636725767e-09
ENSG00000131844,0.513,1.55941826999999e-09
ENSG00000089063,0.670,1.57028914103202e-09
ENSG00000049130,-0.532,1.58986283633518e-09
ENSG00000127334,0.534,1.68410247011402e-09
ENSG00000110931,0.682,1.71818556454935e-09
ENSG00000118523,0.479,1.72119366769134e-09
ENSG00000114767,0.767,1.74265230263214e-09
ENSG00000186205,0.744,1.79348189648667e-09
ENSG00000204130,0.867,1.93766811363841e-09
ENSG00000165732,0.404,1.94704555376203e-09
ENSG00000130962,0.777,1.97694795968738e-09
ENSG00000149100,0.355,1.99084909552588e-09
ENSG00000104756,-0.535,2.02787640188023e-09
ENSG00000113194,-0.368,2.11120702677903e-09
ENSG00000174032,-1.439,2.23332841302338e-09
ENSG00000189159,-0.624,2.2777141146217e-09
ENSG00000136261,-0.580,2.27905901044279e-09
ENSG00000180447,0.598,2.28191905333064e-09
ENSG00000154945,0.405,2.36033724497729e-09
ENSG00000118965,0.801,2.40796653671886e-09
ENSG00000139874,0.517,2.41824055136152e-09
ENSG00000151276,0.712,2.57386694631469e-09
ENSG00000108602,-0.933,2.63190409532187e-09
ENSG00000148943,-0.447,2.70230663310667e-09
ENSG00000242265,0.314,2.77451049950598e-09
ENSG00000183520,0.495,2.80451737993898e-09
ENSG00000119397,-0.663,2.81195326037263e-09
ENSG00000068654,0.508,2.85484186520597e-09
ENSG00000099260,-0.688,3.0744416648789e-09
ENSG00000122705,0.582,3.21647059126133e-09
ENSG00000162735,0.600,3.22343416864028e-09
ENSG00000076003,-0.592,3.23596483185994e-09
ENSG00000132466,0.410,3.34398062309848e-09
ENSG00000170677,-0.465,3.34398062309848e-09
ENSG00000117139,0.460,3.36648794083372e-09
ENSG00000131238,0.353,3.46135652775682e-09
ENSG00000132470,-0.526,3.49169241988958e-09
ENSG00000149483,0.521,3.54359233075611e-09
ENSG00000081923,0.905,3.62622472856175e-09
ENSG00000197714,0.446,3.62622472856175e-09
ENSG00000198707,-0.863,3.7185264814284e-09
ENSG00000118707,1.235,3.91927267686582e-09
ENSG00000204054,-0.478,3.91927267686582e-09
ENSG00000107036,0.379,4.14183296273092e-09
ENSG00000137962,0.596,4.25758403054967e-09
ENSG00000113645,0.417,4.28118490571717e-09
ENSG00000180198,0.482,4.43764362747605e-09
ENSG00000110048,0.498,4.64131236611499e-09
ENSG00000129473,-0.804,4.71074504395388e-09
ENSG00000160917,0.837,4.86522373236655e-09
ENSG00000064313,-0.480,4.96139394109449e-09
ENSG00000101882,-0.995,5.060591171467e-09
ENSG00000117394,0.456,5.99471265143587e-09
ENSG00000164180,0.616,6.00358043626803e-09
ENSG00000166750,-0.476,6.04110607912182e-09
ENSG00000165312,-0.605,6.18343328850438e-09
ENSG00000137124,0.380,6.34387201783672e-09
ENSG00000132646,-0.500,6.37549476841095e-09
ENSG00000136492,-0.457,6.6011100105799e-09
ENSG00000075539,-0.473,7.10784266854846e-09
ENSG00000102580,-0.410,7.32539523237515e-09
ENSG00000086289,0.760,7.5599122984978e-09
ENSG00000171223,-0.589,7.8668800104875e-09
ENSG00000104611,-0.542,7.94384874376194e-09
ENSG00000111077,-0.627,7.95476471363389e-09
ENSG00000010810,0.718,8.20839314075269e-09
ENSG00000198959,-0.482,8.21630335560307e-09
ENSG00000162639,1.202,8.32988145950273e-09
ENSG00000184432,-0.686,8.41967472196257e-09
ENSG00000124882,-0.498,8.49532553982564e-09
ENSG00000204291,-0.449,8.64591107278158e-09
ENSG00000198554,-0.603,8.66927219042598e-09
ENSG00000085840,-0.538,8.74166899748223e-09
ENSG00000147955,0.470,9.12794268861681e-09
ENSG00000102362,-1.040,9.59210795528593e-09
ENSG00000162851,0.708,9.71111620897006e-09
ENSG00000155506,0.289,9.93559867530831e-09
ENSG00000067955,0.524,1.04477633773928e-08
ENSG00000120008,-0.492,1.07646206552888e-08
ENSG00000182400,0.838,1.0802852226268e-08
ENSG00000135912,0.445,1.10036684302325e-08
ENSG00000119335,0.351,1.11888961861523e-08
ENSG00000164104,-0.673,1.12220190036795e-08
ENSG00000128059,0.494,1.12243640423668e-08
ENSG00000129187,0.837,1.13443397009066e-08
ENSG00000051108,-0.699,1.16201783163399e-08
ENSG00000122557,0.709,1.16661137898672e-08
ENSG00000076351,0.706,1.19201734776681e-08
ENSG00000154429,0.805,1.20767734786529e-08
ENSG00000167723,-1.129,1.27590891065671e-08
ENSG00000155660,-0.517,1.28639998017801e-08
ENSG00000115339,-0.741,1.35370137081165e-08
ENSG00000137414,-0.636,1.35370137081165e-08
ENSG00000164168,0.539,1.35891932895324e-08
ENSG00000120694,0.446,1.40301574451704e-08
ENSG00000163904,0.728,1.41506315834267e-08
ENSG00000025772,0.472,1.42150122128021e-08
ENSG00000076770,0.541,1.43593948198634e-08
ENSG00000214160,0.411,1.48570327771994e-08
ENSG00000047634,-0.570,1.50552296569391e-08
ENSG00000174371,-0.531,1.58734423033276e-08
ENSG00000198464,0.735,1.62329020613289e-08
ENSG00000100422,-0.497,1.66797661815699e-08
ENSG00000175130,0.694,1.68179702613878e-08
ENSG00000162702,0.505,1.70642653632539e-08
ENSG00000139324,-0.436,1.75569521207045e-08
ENSG00000164402,-0.630,1.76754752413902e-08
ENSG00000197147,-0.713,1.80059731621903e-08
ENSG00000077713,0.756,1.83887316526727e-08
ENSG00000113658,-0.438,1.84957547829725e-08
ENSG00000172216,-0.716,1.89768041068823e-08
ENSG00000128923,0.555,1.93415391245723e-08
ENSG00000177034,0.478,1.95765543172334e-08
ENSG00000124788,-0.485,2.0089290317505e-08
ENSG00000163110,0.378,2.0477561177077e-08
ENSG00000183283,0.356,2.07578792911096e-08
ENSG00000204713,0.977,2.07634534635023e-08
ENSG00000181634,-0.979,2.11673738049326e-08
ENSG00000117228,-0.547,2.11673738049326e-08
ENSG00000145555,-0.470,2.14269514609859e-08
ENSG00000184897,-0.956,2.32132119660332e-08
ENSG00000143870,-0.343,2.34376551429712e-08
ENSG00000105976,0.287,2.35207613600172e-08
ENSG00000116285,-0.521,2.41760905290052e-08
ENSG00000162104,-0.398,2.48369118688869e-08
ENSG00000144043,0.563,2.51076629116649e-08
ENSG00000109787,-0.351,2.63564481262226e-08
ENSG00000152270,-0.576,2.6518297650013e-08
ENSG00000174695,0.496,2.67233431033572e-08
ENSG00000139800,0.980,2.75365463073057e-08
ENSG00000146733,0.625,2.84582007137833e-08
ENSG00000136827,0.424,2.87149067910831e-08
ENSG00000153107,0.409,2.95921113382956e-08
ENSG00000131016,-0.728,3.09575872338529e-08
ENSG00000123505,0.353,3.10252360537375e-08
ENSG00000172939,0.487,3.15788482638317e-08
ENSG00000115919,-0.428,3.27868998226541e-08
ENSG00000102753,0.449,3.42052124570957e-08
ENSG00000102401,-0.627,3.55099257094132e-08
ENSG00000026025,-0.370,3.65315399528558e-08
ENSG00000085415,0.414,3.67988630718045e-08
ENSG00000074370,-0.712,3.84769223170649e-08
ENSG00000162408,0.448,3.92515620057567e-08
ENSG00000116649,0.338,4.02301072058192e-08
ENSG00000205730,0.451,4.20418481985408e-08
ENSG00000171492,0.476,4.34672434607715e-08
ENSG00000122376,-0.515,4.34672434607715e-08
ENSG00000088325,0.337,4.34672434607715e-08
ENSG00000111371,0.316,4.37441252257687e-08
ENSG00000155592,0.673,4.39444378558109e-08
ENSG00000198837,0.510,4.69029111889514e-08
ENSG00000198265,0.379,4.70721921038642e-08
ENSG00000143190,0.512,4.79648140089112e-08
ENSG00000131724,0.445,4.79648140089112e-08
ENSG00000117523,0.401,4.87279019466307e-08
ENSG00000153147,-0.459,5.09367372510709e-08
ENSG00000087095,-0.471,5.19900713681711e-08
ENSG00000173726,0.286,5.25891782064804e-08
ENSG00000167770,0.413,5.26543329956733e-08
ENSG00000130818,0.617,5.31598651010052e-08
ENSG00000182585,-0.817,5.3562260598358e-08
ENSG00000213064,0.365,5.35655452518005e-08
ENSG00000173698,0.729,5.38928842781503e-08
ENSG00000136450,0.368,5.40216624432834e-08
ENSG00000136891,0.504,5.52860512995402e-08
ENSG00000048162,0.674,5.56699292086406e-08
ENSG00000108091,0.347,5.80380510187554e-08
ENSG00000100580,0.576,5.88326216911869e-08
ENSG00000198604,-0.483,6.05611958016043e-08
ENSG00000071794,-0.455,6.09901303221375e-08
ENSG00000121057,0.438,6.3220743695362e-08
ENSG00000035681,0.469,6.33455058280893e-08
ENSG00000188153,-0.468,6.40381297883426e-08
ENSG00000135164,-0.481,6.54533398961512e-08
ENSG00000100219,-0.326,6.57056102465733e-08
ENSG00000184867,-0.407,6.65581263592207e-08
ENSG00000166510,-0.930,7.03578976922301e-08
ENSG00000116754,0.383,7.20851717913612e-08
ENSG00000125485,0.486,7.2094038696254e-08
ENSG00000153310,0.351,7.22886480725111e-08
ENSG00000165891,0.407,7.25042975408212e-08
ENSG00000205765,0.492,7.32439185005241e-08
ENSG00000080839,-0.410,7.53465202658771e-08
ENSG00000048342,0.595,7.59587273031135e-08
ENSG00000130522,-0.461,7.62112870114157e-08
ENSG00000147130,0.587,7.65850940772981e-08
ENSG00000117632,-0.383,7.78031948046335e-08
ENSG00000176055,1.059,7.90494395117172e-08
ENSG00000109929,0.479,8.97417837118146e-08
ENSG00000120071,0.555,9.23066759211796e-08
ENSG00000188021,0.499,9.39880030502174e-08
ENSG00000029153,-0.414,9.9444854003758e-08
ENSG00000187123,0.884,9.95025905611239e-08
ENSG00000149231,-0.511,1.01557280536142e-07
ENSG00000150712,-0.338,1.02305306771841e-07
ENSG00000166401,-0.656,1.0390230503709e-07
ENSG00000072803,0.419,1.06924710834142e-07
ENSG00000062485,0.272,1.07456027116305e-07
ENSG00000162512,-0.860,1.10364304967007e-07
ENSG00000123836,-0.576,1.10399919651355e-07
ENSG00000117461,-0.401,1.14224990788017e-07
ENSG00000158417,-0.527,1.1611965123327e-07
ENSG00000094804,-0.349,1.18686326155947e-07
ENSG00000181852,0.528,1.28468506057354e-07
ENSG00000096063,0.416,1.2886307785265e-07
ENSG00000170776,0.428,1.29359170098551e-07
ENSG00000164163,0.410,1.3258357910658e-07
ENSG00000150756,-0.576,1.32673407137886e-07
ENSG00000144029,-0.707,1.33572137307757e-07
ENSG00000048828,0.365,1.37392428889344e-07
ENSG00000035403,-0.320,1.40148772799972e-07
ENSG00000172239,0.420,1.41194412816504e-07
ENSG00000153214,-0.638,1.42735926308923e-07
ENSG00000170802,0.492,1.44875161362705e-07
ENSG00000169375,-0.347,1.45160674511004e-07
ENSG00000185414,0.539,1.45238333601525e-07
ENSG00000166326,0.338,1.4845686326126e-07
ENSG00000156535,-0.334,1.49686928556282e-07
ENSG00000180182,0.427,1.52229952503038e-07
ENSG00000125354,-0.648,1.55646126286366e-07
ENSG00000172840,1.121,1.6106467961124e-07
ENSG00000107643,0.652,1.64318332167281e-07
ENSG00000126603,0.588,1.64736363405682e-07
ENSG00000164823,-0.588,1.65260472943952e-07
ENSG00000101040,-0.576,1.66725554202528e-07
ENSG00000178694,0.649,1.66903769206541e-07
ENSG00000134265,0.514,1.68937682250369e-07
ENSG00000159263,0.558,1.71913166827637e-07
ENSG00000136231,0.307,1.7254106291699e-07
ENSG00000259330,1.051,1.73331863157257e-07
ENSG00000159921,0.421,1.74602578959482e-07
ENSG00000133056,0.484,1.78015425754507e-07
ENSG00000120539,-0.502,1.78412854076894e-07
ENSG00000112365,0.571,1.79529343469831e-07
ENSG00000163694,-0.991,1.88148441557793e-07
ENSG00000013619,0.611,1.92647410057274e-07
ENSG00000127920,-0.579,1.94298687822057e-07
ENSG00000011422,-0.462,1.97079464342861e-07
ENSG00000181924,0.692,1.98020382047543e-07
ENSG00000079459,0.583,1.99863398722579e-07
ENSG00000011426,-0.325,2.04719891950835e-07
ENSG00000111530,-0.367,2.05925948158616e-07
ENSG00000112118,-0.457,2.08631241607794e-07
ENSG00000186106,1.262,2.11819975306347e-07
ENSG00000180758,0.563,2.13955902280938e-07
ENSG00000009844,0.411,2.14734444048773e-07
ENSG00000115541,0.700,2.1506048840785e-07
ENSG00000185515,-0.611,2.1506048840785e-07
ENSG00000099250,-0.399,2.16859581790866e-07
ENSG00000116679,0.388,2.16859581790866e-07
ENSG00000100292,0.491,2.17749667291236e-07
ENSG00000175283,0.663,2.17749667291236e-07
ENSG00000138061,-0.590,2.22276847685958e-07
ENSG00000134287,0.362,2.22946662214869e-07
ENSG00000134444,0.560,2.33607340205328e-07
ENSG00000121957,-0.443,2.34871549842678e-07
ENSG00000163605,-0.405,2.37755523767307e-07
ENSG00000196678,0.674,2.37755523767307e-07
ENSG00000127507,0.681,2.40307655269688e-07
ENSG00000184207,-0.722,2.4811560232204e-07
ENSG00000182504,-0.546,2.6220115737126e-07
ENSG00000164294,-0.487,2.66722033993342e-07
ENSG00000003056,-0.418,2.66722033993342e-07
ENSG00000162368,-0.387,2.66957408515096e-07
ENSG00000242247,-0.644,2.67131324451526e-07
ENSG00000149380,-0.686,2.70862795380548e-07
ENSG00000162929,-0.677,2.839597588556e-07
ENSG00000167900,-0.628,2.8748362205975e-07
ENSG00000179862,-0.767,3.05028916728216e-07
ENSG00000072415,0.481,3.05979909933797e-07
ENSG00000111785,-0.748,3.08387024951057e-07
ENSG00000159399,0.606,3.18722159155083e-07
ENSG00000101182,-0.564,3.18927972701988e-07
ENSG00000163754,0.697,3.1924855772718e-07
ENSG00000167085,0.352,3.21983260025275e-07
ENSG00000073060,0.508,3.30119495337819e-07
ENSG00000010270,-0.559,3.31334517678515e-07
ENSG00000197780,-0.467,3.50987067501577e-07
ENSG00000100814,0.669,3.55702746868326e-07
ENSG00000143569,0.327,3.68750313614342e-07
ENSG00000167695,0.584,3.70000728908692e-07
ENSG00000129474,0.633,3.7621292628412e-07
ENSG00000137054,0.490,3.8442951735717e-07
ENSG00000279348,-1.305,3.85745122344304e-07
ENSG00000143575,0.337,3.86333232121106e-07
ENSG00000135272,-0.547,3.89061857992671e-07
ENSG00000115844,0.810,3.92365329277369e-07
ENSG00000106617,0.851,4.00187101796206e-07
ENSG00000221968,0.558,4.01324907054097e-07
ENSG00000068383,0.649,4.06706799381509e-07
ENSG00000129480,1.152,4.21711309891149e-07
ENSG00000182552,0.731,4.24019037822159e-07
ENSG00000276850,0.603,4.25442428491247e-07
ENSG00000125730,-0.323,4.25442428491247e-07
ENSG00000177889,0.415,4.26162482934368e-07
ENSG00000196756,0.484,4.38421855985125e-07
ENSG00000143153,-0.267,4.43811083130619e-07
ENSG00000065923,0.604,4.50828267742516e-07
ENSG00000107863,-0.314,4.58737255802941e-07
ENSG00000116406,0.415,4.77392082235045e-07
ENSG00000137193,-0.514,4.81228130005178e-07
ENSG00000155846,0.637,4.87281972765327e-07
ENSG00000129317,0.458,4.8927199350735e-07
ENSG00000188677,0.614,4.90215076713094e-07
ENSG00000145715,-0.565,5.04883725440476e-07
ENSG00000041353,-0.473,5.19411054546564e-07
ENSG00000132357,-0.537,5.25309620296011e-07
ENSG00000117222,0.494,5.42140129430712e-07
ENSG00000276043,-0.653,5.58043507046036e-07
ENSG00000116016,0.297,5.58174707119673e-07
ENSG00000135316,0.293,5.61498524387228e-07
ENSG00000127946,-0.538,5.69583380211971e-07
ENSG00000106853,-0.550,5.9939718253004e-07
ENSG00000115207,0.371,6.05295066080608e-07
ENSG00000166340,0.588,6.1441969935312e-07
ENSG00000021355,-0.717,6.17324842192578e-07
ENSG00000127564,-0.587,6.18806571941499e-07
ENSG00000147689,-0.605,6.52425646533855e-07
ENSG00000135387,0.236,6.5733888620483e-07
ENSG00000096060,0.536,6.58924810487903e-07
ENSG00000165801,-0.692,6.66060764725856e-07
ENSG00000082212,0.422,6.69266704895397e-07
ENSG00000175387,0.307,6.77357245089576e-07
ENSG00000023734,0.537,7.24122249777276e-07
ENSG00000132912,-0.346,7.24958554533198e-07
ENSG00000166135,0.430,7.49738843673049e-07
ENSG00000141279,0.396,7.5094919699238e-07
ENSG00000117479,0.550,7.57806892533678e-07
ENSG00000125484,0.399,7.57806892533678e-07
ENSG00000119922,-0.699,7.63721126752282e-07
ENSG00000141076,0.462,7.63721126752282e-07
ENSG00000158158,0.730,7.70003377291585e-07
ENSG00000105879,0.616,7.74845760058706e-07
ENSG00000187134,-0.608,7.83508320021436e-07
ENSG00000147408,-0.621,7.96246751126627e-07
ENSG00000123240,-0.561,8.01098982097335e-07
ENSG00000102781,0.550,8.27438896057929e-07
ENSG00000068366,-0.342,8.338646053018e-07
ENSG00000103994,0.403,8.50176944220897e-07
ENSG00000131378,-0.816,8.52724686598349e-07
ENSG00000143815,-0.394,8.80141220329544e-07
ENSG00000115421,0.535,9.153995622894e-07
ENSG00000136937,0.310,9.30767965168689e-07
ENSG00000159131,0.322,9.33525362575697e-07
ENSG00000136802,-0.302,9.44908487195099e-07
ENSG00000137033,-1.276,9.55689139984681e-07
ENSG00000133816,-0.435,9.77742971738541e-07
ENSG00000141753,-0.368,1.0124936219858e-06
ENSG00000132334,-0.776,1.01620526360302e-06
ENSG00000109133,0.335,1.02658499436809e-06
ENSG00000001461,0.748,1.02760243656798e-06
ENSG00000204580,-0.680,1.03448315414535e-06
ENSG00000067182,-0.332,1.04307929694572e-06
ENSG00000173918,-0.551,1.06096503657165e-06
ENSG00000155100,0.577,1.06647109091266e-06
ENSG00000172183,-0.852,1.07082155173068e-06
ENSG00000152749,-0.481,1.08350227458908e-06
ENSG00000081059,-0.481,1.08350227458908e-06
ENSG00000146386,1.376,1.11459950347845e-06
ENSG00000196352,-0.345,1.12777265967392e-06
ENSG00000164252,-0.781,1.15983329919501e-06
ENSG00000114982,-0.502,1.17235211827141e-06
ENSG00000119537,-0.386,1.19799740658037e-06
ENSG00000151632,-0.474,1.22801773089551e-06
ENSG00000136560,-0.567,1.24489324418864e-06
ENSG00000078124,0.469,1.26627729133328e-06
ENSG00000163898,-1.378,1.28096744182932e-06
ENSG00000114416,-0.490,1.31319429934846e-06
ENSG00000148334,0.538,1.32225851083299e-06
ENSG00000164181,-0.927,1.33985379855929e-06
ENSG00000185278,0.620,1.33985379855929e-06
ENSG00000151131,0.632,1.36787805402471e-06
ENSG00000111110,0.753,1.37671021324086e-06
ENSG00000197498,0.529,1.39455772104933e-06
ENSG00000163946,-0.339,1.51903741673867e-06
ENSG00000089818,0.480,1.53698765042244e-06
ENSG00000108854,0.549,1.5518438706428e-06
ENSG00000143437,-0.391,1.56597956488936e-06
ENSG00000255717,0.446,1.59750531285743e-06
ENSG00000119541,-0.542,1.60319249958179e-06
ENSG00000149547,0.460,1.6167438367721e-06
ENSG00000135655,0.388,1.63680785749203e-06
ENSG00000054523,-0.405,1.67334140588043e-06
ENSG00000018408,0.328,1.72061708168573e-06
ENSG00000213593,0.503,1.73416222984778e-06
ENSG00000051341,-0.478,1.75407683316627e-06
ENSG00000166598,-0.334,1.80742168946518e-06
ENSG00000147676,0.457,1.81181113757091e-06
ENSG00000135241,-0.486,1.82115502243786e-06
ENSG00000119333,-0.531,1.83749607938657e-06
ENSG00000005175,0.486,1.84861603168364e-06
ENSG00000185262,-0.674,1.88460885008737e-06
ENSG00000067560,0.273,1.88460885008737e-06
ENSG00000175793,-0.574,1.88709767204005e-06
ENSG00000151725,-0.629,1.90458397074041e-06
ENSG00000154845,-0.389,1.90712641281807e-06
ENSG00000136842,-0.695,1.92611982706452e-06
ENSG00000196323,0.389,1.93936343547043e-06
ENSG00000205581,0.717,1.98218843743325e-06
ENSG00000169242,-0.558,1.98297648611876e-06
ENSG00000103194,0.324,2.03450901717054e-06
ENSG00000164751,0.835,2.047462853447e-06
ENSG00000225648,0.727,2.0578533923553e-06
ENSG00000161217,-0.407,2.08838160671786e-06
ENSG00000041802,0.515,2.09867298157886e-06
ENSG00000113719,0.241,2.1192901819778e-06
ENSG00000143457,-0.518,2.12079591779659e-06
ENSG00000155366,-0.359,2.14929083599341e-06
ENSG00000079308,-0.535,2.19449090823229e-06
ENSG00000155304,-0.455,2.20225664531793e-06
ENSG00000160208,0.501,2.20844589078807e-06
ENSG00000179598,1.203,2.2253154544565e-06
ENSG00000204138,-0.386,2.24821495693348e-06
ENSG00000213965,0.749,2.25618095418619e-06
ENSG00000072736,0.462,2.25618095418619e-06
ENSG00000141560,-0.540,2.25888421959657e-06
ENSG00000178764,0.446,2.3670607178975e-06
ENSG00000134255,0.419,2.41184150090995e-06
ENSG00000160588,-1.115,2.4291732876604e-06
ENSG00000169490,0.565,2.45579160317091e-06
ENSG00000072518,0.348,2.45675953394833e-06
ENSG00000162971,0.729,2.47657532198568e-06
ENSG00000136518,-0.504,2.47716005879138e-06
ENSG00000118762,-0.505,2.51611891652852e-06
ENSG00000268089,-0.604,2.52530455335611e-06
ENSG00000071994,0.505,2.53926586935937e-06
ENSG00000060749,0.371,2.53940783485187e-06
ENSG00000112297,-0.675,2.67936646632931e-06
ENSG00000110104,0.424,2.67936646632931e-06
ENSG00000120800,0.407,2.68727723041839e-06
ENSG00000149187,0.307,2.70453279213534e-06
ENSG00000120256,-1.048,2.77421953819535e-06
ENSG00000108389,0.489,2.79391399866495e-06
ENSG00000107581,0.312,2.79587456517819e-06
ENSG00000101266,0.303,2.81948799099456e-06
ENSG00000163939,-0.318,2.82101490416868e-06
ENSG00000166068,-0.398,2.86294056624742e-06
ENSG00000074356,-0.388,2.91161059150889e-06
ENSG00000165806,-0.623,2.9297505213107e-06
ENSG00000196159,0.404,2.97503208008001e-06
ENSG00000072571,-0.560,3.03404666013102e-06
ENSG00000117036,-0.430,3.13176878149083e-06
ENSG00000149084,0.452,3.15935040480617e-06
ENSG00000239305,0.769,3.17125637190087e-06
ENSG00000118217,-0.328,3.27272494128084e-06
ENSG00000104081,-1.152,3.27596695007157e-06
ENSG00000125148,-0.439,3.33281453496837e-06
ENSG00000101412,-0.499,3.34872733414888e-06
ENSG00000101333,0.534,3.35733516968675e-06
ENSG00000154305,0.407,3.36095751382198e-06
ENSG00000135763,0.703,3.44908639853498e-06
ENSG00000184185,-0.656,3.48094130412598e-06
ENSG00000115053,0.477,3.52985124572267e-06
ENSG00000151502,-0.633,3.56933693355981e-06
ENSG00000205250,0.361,3.5907970155071e-06
ENSG00000100296,0.338,3.5907970155071e-06
ENSG00000109046,-0.474,3.59778392072265e-06
ENSG00000103091,0.571,3.792153406106e-06
ENSG00000133216,-0.607,3.81729871138419e-06
ENSG00000083312,0.253,3.85151284218086e-06
ENSG00000113811,-0.710,3.87484946945879e-06
ENSG00000101447,0.486,3.87904144210815e-06
ENSG00000213347,-1.086,4.00115695330417e-06
ENSG00000172331,-0.612,4.00115695330417e-06
ENSG00000125657,0.410,4.00115695330417e-06
ENSG00000148187,0.317,4.1110871968835e-06
ENSG00000102763,0.444,4.12790470175314e-06
ENSG00000197457,-0.705,4.16851716437352e-06
ENSG00000153066,-0.367,4.17315760819677e-06
ENSG00000176454,0.472,4.18328305815231e-06
ENSG00000171658,-0.668,4.20965969430552e-06
ENSG00000112378,-0.363,4.23309575351036e-06
ENSG00000172845,-0.408,4.4672081904992e-06
ENSG00000114127,-0.404,4.50490834520013e-06
ENSG00000120162,0.421,4.84557938034673e-06
ENSG00000148773,-0.332,4.8670402421438e-06
ENSG00000065308,0.430,5.03744634390792e-06
ENSG00000174705,-0.399,5.06946551593925e-06
ENSG00000067064,-0.444,5.18608590003024e-06
ENSG00000144791,0.440,5.27044622864317e-06
ENSG00000072042,0.429,5.39623915505157e-06
ENSG00000117481,0.428,5.4567357080212e-06
ENSG00000149636,-0.574,5.53410092753351e-06
ENSG00000147164,0.445,5.74915599167021e-06
ENSG00000134247,0.346,5.78371410678023e-06
ENSG00000110047,-0.502,5.83346572371039e-06
ENSG00000057019,0.347,5.83654516188967e-06
ENSG00000119328,0.638,5.88010492077365e-06
ENSG00000101350,-0.316,5.89597492667989e-06
ENSG00000142731,-0.462,5.93840868276932e-06
ENSG00000184675,0.567,6.05132762892462e-06
ENSG00000146802,-0.658,6.05260273584415e-06
ENSG00000138018,0.306,6.09778607963836e-06
ENSG00000170145,0.468,6.12489974162584e-06
ENSG00000196850,0.365,6.14121131792665e-06
ENSG00000160785,0.409,6.53246271869166e-06
ENSG00000124496,0.718,6.67734677885244e-06
ENSG00000118432,-0.892,6.69707235438737e-06
ENSG00000113810,-0.351,6.72312086257016e-06
ENSG00000076108,-0.289,6.76308454153306e-06
ENSG00000167191,0.815,6.80470678463692e-06
ENSG00000144426,-0.425,6.81185643938238e-06
ENSG00000186642,0.303,6.82917634866393e-06
ENSG00000132953,0.337,6.83678737007077e-06
ENSG00000200997,-1.319,6.89387270599066e-06
ENSG00000112343,-0.439,7.00857438485333e-06
ENSG00000158711,-0.351,7.1178456747384e-06
ENSG00000040199,-0.457,7.13604025823285e-06
ENSG00000103187,0.288,7.20175069096686e-06
ENSG00000051180,-0.726,7.20175069096686e-06
ENSG00000139438,-1.539,7.40774789127327e-06
ENSG00000128408,-1.239,7.45147493514155e-06
ENSG00000197081,-0.395,7.55545680026344e-06
ENSG00000141449,0.442,7.6928013835754e-06
ENSG00000143702,-0.533,7.79914455519676e-06
ENSG00000071051,-0.896,7.98342099449475e-06
ENSG00000166532,-0.467,7.98342099449475e-06
ENSG00000100139,-0.443,8.08014936961605e-06
ENSG00000182287,-0.434,8.37995645884803e-06
ENSG00000105486,-0.621,8.38579647184148e-06
ENSG00000130340,-0.370,8.66813359958147e-06
ENSG00000164506,-0.365,8.71299400358821e-06
ENSG00000146842,0.288,8.83724076777309e-06
ENSG00000153113,-0.271,8.83724076777309e-06
ENSG00000163159,0.488,9.0102191019237e-06
ENSG00000179241,0.496,9.03721415905514e-06
ENSG00000168710,-0.267,9.27258500428199e-06
